,text,source,true_label,predict
13,"果然有一条被pb…我也觉得他现在这样就这样了，以后可能还会被触动被温暖但是没有办法让铁铁成为普世眼中的健康的人。他小时候的事情不说，作为铁铁他就生活在一个普世无法理解的世界里，他所看到的所经历的事情对他造成的影响是不可逆也无法被治愈的。但我还是想要看到有人愿意爱他，不求回报地爱他 评论配图,jj和铁的背景差别太大了，jj有时候给我感觉就是已经懒得去put up a fight这样，当然这也有故事格局的因素，但是铁铁的upbringing就决定了，有时候我感觉他其实就是追求利益最大化，包括一些自我牺牲的行为，他是将一切条件都资本化的感觉，materially burdened it is，做铁真的好累了",SWSR,0,0
14,害 面对女性处于劣势的生育风险 年龄歧视 职场不公平 他就知道喊个加油 然后口头上体谅下 顶多帮忙看看娃 做点家务  对压在他身上的大山：房子车子养老 他就觉得要男女一半平等支付 说白了更在乎自身的利益,SWSR,1,1
15,鼓吹自由恋爱，和鼓吹自由婚姻是紧接的两个论调，二者共同属性是，忽略恋爱及婚姻中的“情义”责任，包办婚姻虽然没有强调自由这个属性，但依旧重视“情义”，更重视个中的责任。 要说人性，恐怕自由主义带来的不是人性，而是兽性，一旦以自由为主义，人性中的善良一面便会被放任的邪恶所遮掩。,SWSR,0,0
16,"小倔驴是某女的男朋友给的爱称,不过看她别的视频乐一乐也没事",SWSR,0,0
17,看那个婆婆的微博觉得她精神有点不正常。。疯了好像,SWSR,0,0
18,就是啊 不生 你要跟人家说清楚 两人都不想要孩子 在结婚吗,SWSR,0,0
19,骗不懂女人了就骂就打压，掌握不住特权了就跳脚真是滑稽。屌癌真是用屌思考，智商捉急,SWSR,1,1
20,因为杀了杨国忠，不逼死杨贵妃，怕被秋后算账,SWSR,0,0
21,"是的，我也是认为合理的情绪宣泄并不是错误，涉及到侮辱性的除外，可是恩和的微博并没有侮辱的意思，只是评论区的部分人上蹿下跳。驴鼎不是侮辱性词汇，反而很形象的概括了当代中国相当一部分比例的婚女的现状,我是觉得分两派，一派不明真相，他们是理智的，驴鼎这样的词语在他们眼中是侮辱性的，故讨伐极端女权支持papi也只是这件事情上，并不代表他们未来成为男权代言人；另一派就是极端女权所说的“婚驴”，这样的字眼戳到他们的脊梁了像你说的急于割席，极端女权被打败，“婚驴”才能在苦痛里找到自我安慰。,在恩和评论只有60条时，papi那边就开始买yxh和热搜，后面的事情大家也都知道，“极端女权”的号相继炸掉，直接把ip地址屏蔽，创建一个新号就炸一个，舆论一边倒，从这时开始事情就失去关注的必要了，一方带资本，一方是10万粉的小博主，胳膊拧大腿。再后来papi彻底翻车还是因为她买了观察网的营销,恩和在papi公开怀孕时在微博提过一嘴未来papi孩子会随父姓还是母姓，那时应该就被papi盯上了。大概3，4（？）月左右，papi买的水军跑错了评论区，那时没人在意，可现在看来确实是资本下场了。papi宝宝出生后，恩和果然在微博内涵了papi孩子随了父姓，恩和的点在于papi一直标榜独立女性却拱手相让冠姓权",SWSR,1,1
22,MeToo和我过当年历次政治运动如出一辙，煽动仇恨，破坏法制，检举揭发告密。。。完全没有新意，历史惊人相似，这会轮到了他们，,SWSR,0,0
23,哪里像段子？？？？？？？？你们自己心态不正，觉得性骚扰就像段子吧！,SWSR,0,0
24,这问题太无解了，你反对婚姻，可是目前同性恋婚姻权确是一种可以争取的权利，而且带来的效果也确实是立竿见影。所以会让很多人很迷惑，反婚是真的，支持同性恋平权也是真的。所以现在就造成所有人都很惨，要么心累，要么身心俱疲。,SWSR,0,0
25,很对骂你的不一定是男权癌，更多的是什么都不懂的无脑骂,SWSR,1,1
26,最近这种疯狂的人真的见了好多啊😱自己想让自己孩子跟谁姓就跟谁姓啊！为什么要出来管别人的生活呢！跟了母亲姓那个孩子也是他爸的孩子，反之一样，姓为什么那么在意？,SWSR,0,0
27,小心炸号啊姐姐 我超喜欢你的 炸了我上哪儿找你啊,SWSR,0,0
28,"至于瑶姬，至少杨天佑付出了半颗心来救她。牛郎、董永付出什么了？,还培养女婿，怎么不努力培养女儿媳妇？,诗琳通长公主和大公主她们就不恋爱脑，何超琼也不恋爱脑！,按理说生在这样的家庭不应该傻白甜啊，这样的家庭应该有不少勾心斗角吧！怎么会那么傻白甜？",SWSR,1,1
29,哈哈，你恐怕没看节目吧，场内投票是老万第三，所以才和VAVA二轮比的。然后是由制作人投票的,SWSR,0,0
30,怎么可能呢，这是第一代人的错误让第三代人承担惩罚。,SWSR,0,0
31,"对，是courtney love,估计其他人看见她被封杀不敢发声了吧",SWSR,0,0
32,最大的共鸣来自于真正的感同身受，那腩权社会这一系列作劲总有一条要犯在女性头上。包括有些吃女人吃到岳父头上的例子，岳父系男权最后也是要与散装男权干一架的，坐等。,SWSR,1,1
33,什么时候网友比执法机构有本事了? 你在网上和人撕蛋撕不过，就撺掇别人去犯法? 你怎么那么阴损呢。,SWSR,0,0
34,"你表达不清就是你的错，你应该被人站出来批评。如果你觉得这个逻辑有问题你去跟评论区回复我的另一位吵～,哟哟哟就这事上南拳在哪？怕不是你觉得的南拳就是发表批评言论吧？要不要咱给你当狗？,wait a minute,宁前脚说不是嘴上说说而已，后脚又来一句“不见发表尊重女性言论”，双标玩的好啊～,就事论事，这件事讽刺的是什么东西，跳脚的又是哪些群体，谁在转移矛盾点你自己清楚，玩尼玛抽象话给爷爪巴,什么时候你博田园女权也能算女权了？挂个名字就牛逼了呗～",SWSR,1,1
35,至少人家事业确实被毁，在我国吸毒招妓还有大把粉丝哟,SWSR,0,0
36,什么叫 “求不要毁大导了”？？？？？？你们的三观被狗吃了？,SWSR,0,0
37,"婊里婊气想找帮手来怼叔呗,感觉是个搞女权宣传的路人",SWSR,1,1
38,"就是前边那个8岁的，后边23岁的，都是女性。前边控诉23岁的男性太坏，后边就开始说23岁的女性hdjdks，29岁的男性hdjn。女权不是这么搞的，同样23岁，怎么女性23岁在她们眼里天生没脑子永远被坑害。最看不起女性的就是她们，不容许23岁的女人有脑子有心思有后台。不看事件本身只挑性别对立，吃相难看,最好笑的是，她们举例子，用一个8岁的跟23岁的比，23岁的人无恶不作罪容当诛。换了另一个23岁的跟29岁的比，23岁的就变成一无所知一无所有纯活佛。同样的23岁有什么差吗，前边有脑子有想法后边的是巨婴脑瘫吗，伪女权真的就伪到自相矛盾还要血泪控诉别人不讲理的地步。,不停的搞性别对立。女性地位确实需要提高，但并不是通过仇男，任何事情还是要看事件本身，不分对错女性永远是对的跟男癌有什么区别。百分之七十女性个体意识已经觉醒，这已经是初步目标达到，过激就是适得其反。说不好听点，她们自己都觉得这是男权社会，让男性让步的方式就是赶尽杀绝没，让步才怪了。",SWSR,1,1
39,想太多了。你说的是人均工资。大哥现在两三千在中国很多。能保证温饱问题。还得努力,SWSR,0,0
40,爱死了！爱死了！爱死了！瞬间我就沸腾了～,SWSR,0,0
41,女人的盟友只能是女人，试图和任何非女人结盟，都会被吸血啃骨：男同想让女人代孕，直男想打着trans的旗号方便性侵，母伥这种性别叛徒想卖女人给男人讨饭吃。当然，最高效的女人绞肉机还是婚姻。,SWSR,1,1
42,[胡巴目瞪口呆][胡巴目瞪口呆][胡巴目瞪口呆][胡巴目瞪口呆][胡巴目瞪口呆][胡巴目瞪口呆][胡巴目瞪口呆][胡巴目瞪口呆],SWSR,0,0
43,女主理性、 喜欢天马行空思想， 对感情反应迟钝， 青春尾声才碰上男主， 两情相悦而没察觉，五年都活在痛苦和后悔中， 这份情操非一般人所能理解。 不单是文化差异， 是人格差异， 足够面包， 知足常乐， 两情相悦， 岂容第三者指指点点！,SWSR,0,0
44,他既然选择公开发声划清界限，就大可不必私下跑去解释。伍迪艾伦对他的做法有意见，本普通群众还觉得他的公开声明很虚伪呢。我希望明星们在metoo中可以真诚地思考、发声，而不是像这样糊弄。,SWSR,0,0
45,哈哈哈，问题是还是我挺喜欢的一个大大转的微博，点进去一看，我！！,SWSR,0,0
46,完全能理解你，除了这种不要脸的男的以外，看着就憎恨以外，在别人面前装的多有责任感现在有孩子家庭了，呵呵，就是垃圾一个。太会伪装了。除了男的，有些女的也是装的很天使面孔背后也是阴暗的要死啊就是看你好欺负还是什么，真希望这种社会风气能有生之年看到稍微变好一点。,SWSR,1,1
47,说的自己跟圣母似的，其实大多是些女垃圾。人格低劣，的确是需要管教。,SWSR,1,1
48,"洗地狗给爷爬，听懂了么？谁想和蛔虫在一个思维频道？你和柯洁报团去吧，解释不清楚就别说话懂吗？还知乎有专门的解释，不会归纳总结说不出来啥事田园女权，柯洁是讽刺的哪个特点就爬懂吗,怎么非黑即白了，只有白和不白，你自己把不白理解成黑还说别人非黑即白,就像有人跳出来讽刺gay滥交，讽刺零女性化，哪怕不是gay都可以站出来替gay发声。难道你还要替他说，他讽刺的是部分gay吗？你没法儿感同身受就不要替他洗地了吧,请问啥是田园女权，发声就是田园女权了？你gay不gay别人也不care你只需要说你是男的就好了，gay必然是男的。你的言行只会从男性的角度出发没错吧，你既然感觉不到女生的感觉又凭啥跳出来反对呢，毕竟柯洁讽刺的是女不是男？,你到时可以了是柯洁肚子里的蛔虫了，请问他那条微博讽刺的是田园女权的什么内容呢？田园女权怎么定义的呢？既然你说了，那就说个子丑寅卯出来啊,而且田园女权又是他自己鉴定的，送他一个女权鉴定师不为过吧。你说他讽刺的是田园女权，请你按照他结合那条微博，具体说出来，哪种叫做田园女权，哪里值得讽刺。听你们说了这么多田园女权了，我也想看看啥样的叫田园女权？,请问他的发言难道是指定人可见？微博而已，自己说话就说说清楚，说不清楚就让别人不舒服就可以站出来说他，难不成还忍着，去从他出生开始看起？？？搞笑。还怪人自己对号入座，怪他不指名道姓吧,男权在别人说柯洁，然后男的就要报团替柯洁洗地。。。。融入到细枝末节里你自己都感觉不到，叫久而不闻其臭不懂吗？博主说柯洁的言行让人不适，你就要跳出来帮他，假设柯洁是女性，在讽刺男性你会不会为此发言，扪心自问了,且这条微博根本没有给柯洁定帽子所以没说他讽刺谁就是不怎么怎么样哦。不是因为他讽刺了谁，而是因为他的言行感觉不到对女性的尊重，所以女孩子站出来发声不可以吗？随便你用的什么手法，明嘲暗讽都可以别人感到不适就可以提出来才是这里面的逻辑。,谁说是因为“一旦”，是屡次，今天才挨骂，谁说是“无脑”你去看看他嘲讽的都是无脑吗？无脑行为不是他自己吗？你洗地的方式好特别啊。",SWSR,1,1
49,男权社会杀女婴没看到怎么极端 家暴 人口拐卖 公共安全 各种各样的问题都没有改善 女性觉得被冒犯了说几句话，跳出来开始侮辱女权 真的够了,SWSR,1,1
50,"得，一搜实时，仇女/厌女的帽子那是一顶接着一顶。我不去和人对线，只敢也只愿在自个儿微博自说自话。一是为了理清我的思绪，二是为了锻炼我的表达能力。就这样吧，反正没人来骚扰我，我何必自找没趣。,我本以为大家会一起讨伐对女性刻板印象的固化，没想到事情发展的走向是这样的。好多人骂有些人为了磕bl踩女性角色，我没关注过这些，但是我也巨烦这样的人，这样的腐癌是不会磕bgCP的。而我转的那条微博下，大家都在安利bgCP，激情辱骂腐女的人，你们怕不是对错线了。,拿我自己来说，初中之前只看bg，初中时打开了新世界的大门，之后blbg都看。但是不管bl还是bg，我都喜欢足够优秀的，比如新兰、舟渡等等。无论是bl文还是bg文，都有写得辣鸡的，腐女难道少骂辣鸡bl文了？,没想到下午再看评论区，已经是炮火连天。善于发散思维且喜欢管教别人的网友，从各种角度发出各种攻击，已经不单指向博主，甚至指向了看bl的整个群体。我当时的表情就是地铁老头看手机。再细细一看大家都说的啥，好家伙，我都懒得生气了。",SWSR,0,0
51,男人欺压男人代价较高。压榨善于奉献又容易被道德绑架生活在洗脑环境里的女人可是不会手软的,SWSR,1,1
52,私信1是正常人，至于指责他的人自己品品自己是啥。私信2，姑娘人有的时候需要自私点。,SWSR,0,0
53,掐头去尾忽略情境不问渊源，把一句朋友间的话一个趣事，截图玩文字游戏，转述用最大恶意渲染。美其名曰“话不是他说的吗？事不是他做的吗？”。呵呵，是都是。不过是被你偷梁换柱了性质之后可笑批判。那些人一直是胡歌朋友，而你戴着“正义”的面具伤害不了胡歌转而伤害他朋友，无耻，呸！等着恶有恶报,SWSR,0,0
54,嗯…有一种田园女权根本不给胎儿出来分权的机会，她们的逻辑是对自己身体100%的掌控并且还要男人补偿～具体的路径是老娘的身体老娘做主_老娘不要生娃_所以要避孕_但是老娘要爽_所以戴T是不行的_要老娘吃药也是不行的你想害死老娘？_所以男人都该去结扎,SWSR,1,1
55,之前婚驴忙着割席的时候，符合男拳话术“极端女权倡导随母姓有本事自己先去改名随母姓啊”一套套的，现在回敬婚驴，婚驴反对离婚冷静期有本事先去民政局和亲亲老蚣离婚啊！不然不是真心反对离婚冷静期哦！,SWSR,1,1
56,陪酒都不是最可怕的，可怕的是那群男人往死里折腾，长的漂亮也不要长的性感！,SWSR,1,1
57,不是，你那ooc预警了人设改了没事，我没写明ooc就不行了？而且你既然都自己标上了ooc说明你自己都承认人设崩塌，你是叶昭柳惜音超话主持，你不会不知道有条规则是人设崩塌的文只在个人微博显示不要带超话标头吧？,SWSR,0,0
58,"婚姻制度应该是男女的契约，而不是一场所有权的变更,越没本事的男人越觉得自己是一家之主。",SWSR,1,1
59,认为以上其一甚至全部不应该存在的人也有存在的理由和必要性,SWSR,0,0
60,严格对污点公众人物，日韩这点都比中国做得太好了，事实是全世界任何一个国家都比中国做得好。目前的中国是全社会的廉耻感普遍很低，从上到下都如此。 //,SWSR,0,0
61,这不都是几千年的操作了吗？奉献啊懂不懂！牌坊白送了,SWSR,0,0
62,一个情场高手在被指控家暴后众多前女友都站出来声援他，从这点就看得出来这个人的人品不会差，更不会干出家暴这些事情,SWSR,0,0
63,真的谢谢这篇，最近在为这种事情的发生愤怒，为那些诛心评论愤怒，为自己无能为力愤怒，为那些女孩的愧疚愤怒，觉得无解就更愤怒。之前一直有种为什么我在好好生活的愧疚，为我自己的后怕庆幸感到羞愧。谢谢你能写出来，谢谢我能看见,SWSR,0,0
64,死了就不用承担责任了，我不觉得这态度是对的。,SWSR,0,0
65,河北省张家口市赤城县派出所郑亚楠十三年前性侵10岁女童，实名举报,SWSR,0,0
66,到底是反宗教还是取悦教徒 博主你究竟想说什么？btw不晓得博主有什么好洗白的 人家姑娘都说 我爸政治不正确 但我想这才是我们爱他的原因。,SWSR,0,0
67,让观众知道自己这个人就是等于有戏拍…这和有些明星爆绯闻赚热度是一个道理吧,SWSR,0,0
68,哪个小可爱能安慰安慰我，寒假本来想打拳来着，现在有病毒，家长不让出门,SWSR,0,0
69,我不明白，随母姓和独立女性关系很大吗？那么多待解决的问题不管对这个问题倒是很来劲,SWSR,0,0
70,不一定是基因，父母重视教育，天天逼念书，和父母不重视教育天天放羊，差别大了。,SWSR,0,0
71,就是啊，现在的某些人只能用脑残来形容,SWSR,0,0
72,你没听说过的事多了，不懂就自己搜搜去。我没必要给你进一步科普。,SWSR,0,0
73,越来越不把艺术当艺术，拿艺术当政治的风向标，开放几年、保守几年、接着再令人发指几年。这位女士和狗爹发生了什么基本上我半毛钱不care，她哪怕闹到脱口秀开始她的自白我可能都只会嘲她几句。但她拉着奥斯卡准备毁掉后人的公平时我只能送她一句话惹，戏精。,SWSR,0,0
74,第一次见识到万茜的风情 就被折服。不过后来看多了有点审美疲劳,SWSR,0,0
75,答疑君的微博经常会有一些辛辣但是新鲜的观点，个人很受用，谢谢答疑君,SWSR,0,0
76,emmmm，男的女的都别露不行么，这样走大街上看到了有反应了算路人耍流氓,SWSR,1,1
77,建议博主也继续做现在的bot，同时声明自己是女权主义，这样被你bot的人应该就能支持你了吧,SWSR,0,0
78,"还有请问重男轻女是当代人的思想？上一辈的思想你让这一辈来担责任？,所以就理所当然淘汰这批人了是吧？他们没能力工资低就活该被淘汰了？但女性凭着性别就能理所应当嫁个好的？有点意思哈，工资高待遇好，放产假，追求自己的权利，男性怎么样都和自己无关，反正女性只要不太高要求都能找到择偶标准，自己快乐就完事了对吧。,所以这就是你又想工资高，待遇好，还想找的男的工资更高了是吧？事业心、肯吃苦吗，专业技能是否达标？老板能让男的熬夜加班，你能忍受吗？要找待遇好考公职人员不行？又想福利好又想稳定，请问你拿什么和别人竞争，就因为性别？,忽然觉得国家的政策挺好的，特么的不结婚会死都说出来了。那你牛皮嘛，财务比男的高，地位比男的高，工作强度不如男的，公司还给放产假，这么厉害？上天吗你",SWSR,1,1
79,当然也有的人，第一面觉得亲切迷人，越是接触越发现ta的狭隘、自私和虚伪。,SWSR,0,0
80,男要出轨，娘要嫁人。你拉得回来？给他装上跟踪器？,SWSR,1,1
81,我觉得他死了受害者应该也开心吧，毕竟法律这样应该不会判死刑,SWSR,0,0
82,我原谅他，我才可以活下去。  你们不能原谅他，其他的女孩儿才可以活下去。 —《房思琪的初恋乐园》,SWSR,0,0
83,不能再同意了，家暴的各种前提条件都是在是否互相尊重这条牵引线上发生的,SWSR,0,0
84,这样的男人真的很弱，韩国社会压力太大也是事实，觉得弱势男人在男权群体活不下去，选择和女权结盟求得部分生存空间，比自杀积极多了！没特权就寻死，这样的思路只会害死自己！        珍惜生命，卸载滴滴！,SWSR,1,1
85,真没看懂还是🎣 啊，🎣 的咖喱人怎么样不用我说了吧,SWSR,0,0
86,好好吃着新时代大米 去做封建地主的春秋大梦吧 毒人～,SWSR,0,0
87,那个姐们儿能算是蹭这场运动的热度吗,SWSR,0,0
88,我曾经幻想我以后和我未来老公能有一个女儿，给她买漂亮的小裙子，打扮成小公主，认真教如何保护自己。这几年这么多案例后，我在想在突然的伤害下，在绝对的力量面前，如何自保。,SWSR,0,0
89,这个是光明处想，他们预计不到具体的事物，但总会能想到科技的进步🥺,SWSR,0,0
90,倒过来用力拍两下瓶子底部一般都能开了，来自同母胎solo28年且什么都自己来的小姐妹屡试不爽的小诀窍,SWSR,0,0
91,男权社会，叫他老豆生他系了，要老母做咩,SWSR,1,1
92,港真，骗婚的又不止女的，男的骗婚骗肚子的也大有人在,SWSR,1,1
93,说的是吴律师？我天天看律师的微博评论觉得自己不能结婚了,SWSR,0,0
94,差不多吧…性别期待的问题就又回到了我第一个问题，就是男女有别是应该被接受的吗？性别期待是否客观上完成过自然选择（一种既成事实）造成了男女功能的差异（也是一种既成事实），如果男女有别被认定存在，这种功能差异是构建新平等的资源还是旧歧视的余孽呢？,SWSR,0,0
95,有些人听到婚女俩字都要跳脚，但是有的妹子听到单女俩字觉得无所谓，表示这就是我的生活状态，,SWSR,1,1
96,是这样，本来上网就是和不认识的人快乐聊天，现在连个好好说话的地方都找不到了...前几年和观点不同的人吵架还是正常交流的范畴，现在一遇到不同看法马上就贴标签扣帽子骂一顿，根本无法有效沟通,SWSR,0,0
97,只生不好好教育的话，就跟现在很多拥趸男权的女人一样，披着女人的壳，实际上却成为了男权的走狗和伥鬼。,SWSR,1,1
98,“他们终于找到掩盖男性沙文主义的最佳障眼法，就是用女人去对付女人”,SWSR,1,1
99,男的看中一女的，会想法让女的落单，这样容易搞到手。同样，父系要控制女性，也是设法让女性落单，让女的嫁入一个陌生的环境，生的孩子是男人的，婚姻让她一辈子落单。人最大的敌人永远是自己，女性也不例外，不是男性，是女性自己。如果女性继续做着恋爱和婚姻美梦，主动往圈套里奔，谈什么其他。,SWSR,1,1
100,刚20岁 也没见过什么优秀的，等这个女孩子步入社会往更高的层面走的时候见识好的男人了 ，那现在这个算啥啊 ，连房贷都还不上，家庭条件肯定也不怎么好，赶紧分开,SWSR,0,0
101,那些极端女权不会听的，说不定会伪装成普通女性去带节奏,SWSR,1,1
102,因为确实有女拳的存在，大家也懂女拳和女权不一样。不懂的人可能是憨批，就没有必要跟那种人再聊下去。女权最终的目的是男女平权，所以不仅女生要团结起来，男女都要团结起来。悄摸说一下我的观点，我觉得女拳师比男屌癌还要可怕,SWSR,1,1
103,不是有爆料说果子狸住在玉林育有三子…迦叶那么近可以尽调一下,SWSR,0,0
104,嗷嗷大叫着生孩子的是母猪真是笑死我了,SWSR,1,1
105,"看你多厉害多牛逼 感觉自己又行了？？站在道德制高点抱着你键盘到处舔爸爸？？,真会说话 可是你随母姓吗不的话请别说话 极端女权狗你有什么资格,不不不你们多高级女拳选手",SWSR,1,1
106,哈哈哈哈 夏天不仅是个活泼开朗的孩子 还是最惹人爱的,SWSR,0,0
107,观某恐婚公众号众多长微博和评论区有感,SWSR,0,0
108,你还记得我当时给你发born this way的时候网上还没几盘 突然就火了,SWSR,0,0
109,田园女拳：这是男人的事，凭什么让女人来做？ 自强女权：妇女可顶半边天，男人能做到的，女人也可以！,SWSR,1,1
110,说到底是郭嘉制度的问题，重视文化教育却不注重道德教育，你在课本上看的到男女平等的文章吗？在这种教育下不管男性还是女性都只会为自己着想，这个社会缺了男人不行，缺了女人也不行，应该加强的是男女的责任感而不是所谓的冷静期，冷静期就像是形式主义，表面其乐融融没有夫妇离婚，实际上呢？,SWSR,0,0
111,韩国千万票房你看看有几部是他没参演的，李秉宪不也一点事都没有，南韩对这些人从来都是睁一只眼闭一只眼的,SWSR,0,0
112,"？？？？？所以你的意思就是不应该支持mt运动？？？？他站队了嘛？？支持mt就是谴责伍迪艾伦？？？那被追问他能咋办？？？按这个逻辑不说话那就是支持伍迪艾伦反对mt性侵万岁 是不是该这么戒赌,给你翻译成中文了，你看看他哪个字谴责伍迪艾伦了。再给你科普一下前因，在此之前，甜茶无数次被追问对伍迪艾伦的看法，他都闭口不言，最后发了这么一条推，在伍迪艾伦的自传里，就变成甜茶为了奥斯卡公开谴责他了,？？站metoo有错吗？？？？捐片酬他们组大部分人都捐了好嘛？？",SWSR,0,0
113,倒也不是非得喜欢长得帅的，只是丑比太丑看不下眼罢了,SWSR,0,0
114,"啊？？？？我真的分不清你们的男女了，告辞告辞,然后这些“小宝宝”还分男女？拼起来还是个“爷”？爹味还不够明显吗？",SWSR,0,0
115,厄，估计给钱妥协了吧，韩国缺演员么？非要让他演……,SWSR,0,0
116,说了一万遍了，女权是反对霸权集权制度，性别问题只是这种制度的结果。,SWSR,0,0
117,你弄动漫？你离动漫最近的可能就是玩闪耀暖暖了吧哈哈哈哈,SWSR,0,0
118,赞同。体验为主，形式为辅。不可能和那些年轻女团一样吧。,SWSR,0,0
119,很多时候他发那些东西都是为了反而反的... 原来都是有原因的🙃,SWSR,0,0
120,以前的强取豪夺文里，作者其实都在下意识地用爱情来美化男主对女主的rape行为。,SWSR,0,0
121,这种问天气预报的形式，主要是受控于授贿者的撩拨，想用这些方法抹掉自己的罪恶感。比如疫苗事件不了了之，股灾事件不了了之，贪腐事件不了了之。总之，各事件一出，可以套用这种公式。,SWSR,0,0
122,政府再吹也没用，现实的代价几乎可以预见，未来孩子的差距会越来越大，“龙生龙凤生凤，老鼠的儿子会打洞”还真没说错。起点就不一样，我家人也是那个不平等年代过来的人，自然看的见政府需要什么，但，相信所谓的和谐，都是在国家机器下的产物，不得已而为之罢了。步伐过快的结果，后果人民承担。,SWSR,0,0
123,"还是认知失调那一套我也没错你也没错，我们不应该杠的，各回各阵营吧，祝早日得到你所想的,沉默的第三者都是帮凶，你和我并没有区别，社会逐渐强调个体，把我个人捆绑到男权社会我不挣扎？你首先要尊重我个人再谈我的性别，老说既得利益者，我天生是个男的，而已,我问问题你反问我问题，法律上面也有谁主张谁举证吧？人都是基于自己的认知做判断的，我看到的是职业性别歧视，掐死6000万母婴，高考线男低女高等等是吗？那去行动啊，我们支持啊，你们做民意调查我们签字啊，投票啊。嫌我们口头答应，你们不也只是口头女权吗，支持女权的男性能做什么安排一下？,还有男女权利的划分，在你的心里面是100%和0%？不然为什么是让出50%？,林毛毛，我欠你啥义务，果子狸，鳄鱼毛毛，你是男的话你能在她们哪一条微博点赞？点了感觉自己出卖了男性一样，你看过她们微博吗？很中肯？,这个概念就很模糊了，什么叫让出手中权利的一半，我不说女权要什么了，我就想问你是怎么理解的，你要什么权利嘛，你们有什么权利是在男性这里的，探讨下,目前你的观点是女权没有问题，而我冲击你的观点，女权里面有一部分人走了极端。你能解决自己的认知失调的方法有两个方向，1.承认我的观点，有人走了极端2.坚持原来观点，将我不支持某些女权博广泛为我不支持女权。,到这里我想先介绍一个有趣的心理现象叫认知失调，就是人们遇到与信念相左的观点时，会混入认知失调，解决办法是要么改变原有观念，要么改变行为以达到和观念一致,包括我那为啥男性支持是不可想象的？支持女权的男性多了，我不支持那些博主≠不支持女权,你看，你的发言就很不中肯了，我不是男性吗，我不是支持了吗？就因为大环境男性没有全体支持，男性个人支持就忽略不计，干脆不争取，别说你们的大方向是否正确，你们连大方向都是没得",SWSR,1,1
124,这特么有什么好选择的？胎儿权利低于母亲权利（否则堕胎权不会存在根本无需讨论）所以二选一肯定选大啊！一群杠精开杠前能不能先读懂原文？,SWSR,0,0
125,为什么有些人宁愿相信营销号的断章取义，不愿相信业内人士的发声，他们才是真正接触过的人，他们才有话语权,SWSR,0,0
126,嗯，她内心是个小姑娘，但她的理性和周围的环境使她被迫做着30年龄该做的事,SWSR,0,0
127,还好我不红，我可以随便说，糊姜氏现在也就只能靠炸号上上热搜了,SWSR,0,0
